                         tmax  tmin    af   rain    sun   asml        lat      long           gridRef
station         yyyy mm                                                                              
aberporth       1941 1    NaN   NaN   NaN   74.7    NaN  133.0  52.139000 -4.570000   224100E 252100N
                     10  13.0   8.2   0.0  205.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   9.1   4.4   0.0  274.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   5.6   1.2  12.0  110.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2010 1    4.9   0.8  11.0  136.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    4.8   0.0  13.0  115.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    8.2   2.0   8.0  145.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   11.4   4.1   3.0   72.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   12.6   6.1   0.0   42.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   16.6   9.9   0.0   31.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   17.3  11.1   0.0  172.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   16.0  10.3   0.0  107.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   15.3  10.0   0.0  175.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  12.4   6.8   1.0   80.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   7.3   2.4   6.0  169.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   4.0   0.3  19.0   77.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2011 1    6.0   1.4   7.0   73.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    8.2   3.0   1.0  190.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    9.2   2.9   2.0   63.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   14.0   6.3   0.0   40.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   13.1   7.1   0.0  106.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   14.6   7.9   0.0  104.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   15.8   9.6   0.0   93.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   15.5   9.9   0.0   85.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   15.7  10.3   0.0  105.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  12.9   8.0   0.0  229.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11  11.4   6.4   0.0  133.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   7.0   2.5   1.0  246.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2012 1    7.4   3.2   0.0  159.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    8.1   4.3   2.0   64.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3   10.8   5.2   0.0   35.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4    9.0   3.1   2.0   81.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   13.4   6.3   1.0   81.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   14.0   8.3   0.0  226.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   15.4  10.0   0.0  143.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   17.3  11.1   0.0  106.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   14.3   8.8   0.0  139.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  10.7   5.5   0.0  179.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   8.2   3.8   1.0   78.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   6.8   2.5   2.0  196.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2013 1    6.4   2.6   4.0  144.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    6.2   1.7   6.0   97.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    4.4   0.6  13.0  106.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4    8.8   3.0   5.0   90.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   11.8   5.6   0.0  133.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   15.6   8.7   0.0  120.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   19.6  11.9   0.0   61.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   17.3  11.2   0.0   71.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   15.2   9.7   0.0  140.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  13.1   8.5   0.0  218.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   8.2   3.7   2.0   84.9    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   8.2   3.8   0.0  143.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2014 1    6.7   2.7   1.0  218.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    7.0   2.3   1.0  239.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    9.1   3.7   3.0   84.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   12.2   5.9   0.0   44.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   13.6   7.6   0.0   79.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   15.4   9.8   0.0   71.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   18.5  11.9   0.0   78.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   15.5  10.3   0.0  173.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   16.6  10.4   0.0   12.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  13.2   7.6   0.0  148.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   9.9   5.5   0.0  213.3    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   7.1   2.3   4.0  199.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2015 1    6.5   1.0  10.0  145.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    6.4   1.4   4.0   97.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    8.7   2.1   8.0  100.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   11.0   2.8   2.0   57.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   11.3   5.7   0.0  145.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   14.6   7.9   0.0   51.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   15.6   9.7   0.0  171.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   16.7   9.8   0.0  119.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   14.3   9.1   0.0   61.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  13.2   7.3   0.0   89.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11  10.6   4.9   1.0  207.9    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   9.7   4.2   1.0  188.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2016 1    7.4   3.0   5.0  229.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    6.5   1.6   4.0  115.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    8.8   3.2   0.0   67.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4    8.7   2.9   3.0   91.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   14.4   6.5   0.0   48.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   16.5  10.0   0.0   71.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   16.6  10.6   0.0  105.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   17.3  11.3   0.0   71.9    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   16.9  10.5   0.0   72.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  12.5   7.9   0.0   60.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   8.0   3.1   7.0  108.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   9.4   4.8   0.0   80.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2017 1    7.6   3.3   4.0   86.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    7.8   2.9   4.0   90.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3   10.3   3.8   3.0  122.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   10.5   5.1   0.0   38.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   15.7   7.4   0.0   63.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   16.4  10.1   0.0   96.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   16.8  10.2   0.0  175.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   16.7  10.5   0.0  101.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   14.8   9.2   0.0  178.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  13.4   8.3   0.0  115.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   8.2   4.1   1.0  148.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   7.3   3.3   4.0  140.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2018 1    6.4   1.9   6.0  198.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    5.5   0.8   9.0   80.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    6.3   1.3   7.0  110.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   10.6   4.5   3.0   73.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   16.0   7.3   0.0   53.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   18.0   9.3   0.0   49.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   17.9  11.3   0.0   78.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   16.5  10.6   0.0  125.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   14.5   8.5   0.0   80.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  11.9   6.7   1.0   95.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   9.8   5.5   0.0  149.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   8.7   4.5   0.0  150.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2019 1    6.6   3.0   6.0   67.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2   10.1   4.0   3.0   58.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    9.4   3.5   0.0  157.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   11.3   5.4   1.0   84.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   12.5   5.6   1.0   58.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   15.8   8.9   0.0  100.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     7   17.4  12.0   0.0  122.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     8   17.7  11.5   0.0  184.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     9   15.3   9.7   0.0   83.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     10  11.2   6.3   0.0  116.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     11   8.0   3.8   5.0  174.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     12   7.9   3.4   1.0  132.0    NaN  156.0  55.181000 -6.153000   317600E 438600N
                2020 1    8.1   3.3   1.0   71.8    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     2    7.0   1.7   1.0  246.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     3    8.2   2.6   2.0   58.4    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     4   12.1   4.5   2.0   29.6    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     5   14.0   6.9   1.0   37.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
                     6   15.8   9.3   0.0   95.2    NaN  156.0  55.181000 -6.153000   317600E 438600N
bradford        1908 1    5.0   1.4  21.0    NaN   29.7  134.0  53.813000 -1.772000   414900E 435200N
                     2    7.3   1.9   8.0    NaN   71.9  134.0  53.813000 -1.772000   414900E 435200N
                     3    6.2   0.3  13.0    NaN  101.4  134.0  53.813000 -1.772000   414900E 435200N
                     4    8.6   2.1   5.0    NaN  128.6  134.0  53.813000 -1.772000   414900E 435200N
                     5   15.8   7.7   0.0    NaN  180.4  134.0  53.813000 -1.772000   414900E 435200N
                     6   17.7   8.7   0.0    NaN  196.9  134.0  53.813000 -1.772000   414900E 435200N
                     7   18.9  11.0   0.0    NaN  196.1  134.0  53.813000 -1.772000   414900E 435200N
                     8   17.5   9.7   0.0    NaN  187.2  134.0  53.813000 -1.772000   414900E 435200N
                     9   16.3   8.4   0.0    NaN   99.5  134.0  53.813000 -1.772000   414900E 435200N
                     10  14.6   8.0   0.0    NaN   56.1  134.0  53.813000 -1.772000   414900E 435200N
                     11   9.6   3.4   6.0    NaN   28.4  134.0  53.813000 -1.772000   414900E 435200N
                     12   5.8   0.0  13.0    NaN   10.3  134.0  53.813000 -1.772000   414900E 435200N
                1909 1    5.0   0.1  11.0    NaN   35.6  134.0  53.813000 -1.772000   414900E 435200N
                     2    5.5   0.3  18.0    NaN   49.9  134.0  53.813000 -1.772000   414900E 435200N
                     3    5.6   0.3  17.0    NaN   58.7  134.0  53.813000 -1.772000   414900E 435200N
                     4   12.2   3.3   3.0    NaN  188.9  134.0  53.813000 -1.772000   414900E 435200N
                     5   14.7   4.8   2.0    NaN  216.8  134.0  53.813000 -1.772000   414900E 435200N
                     6   15.0   7.5   0.0    NaN  139.5  134.0  53.813000 -1.772000   414900E 435200N
                     7   17.3  10.8   0.0    NaN  151.2  134.0  53.813000 -1.772000   414900E 435200N
